"fit_id","data_id","scenario_id","method_id","function_initialization","calibration_mode","seed_index","fit_seed","paired_seed_id","terminal_status","actual_T1_sweeps","strict_practical_converged","objective_eligible","final_elbo","warning_count","elapsed_seconds","peak_memory_bytes","truth_used_for_fit_or_selection","cross_scenario_development","formal_v0lv_result","truth_global_direction_count","truth_study_role_count","candidate_shared","candidate_specific_study_1","candidate_specific_study_2","selected_shared","selected_specific_study_1","selected_specific_study_2","selected_counts","selected_loading_rank_shared","selected_loading_rank_specific_study_1","selected_loading_rank_specific_study_2","R_A","R_B1","R_B2","L_B1_to_A","L_B2_to_A","L_A_to_B1","L_A_to_B2","global_correct","global_misplaced","global_missing","global_extra","global_duplicate","study_correct","study_misplaced","study_missing","study_candidate_extra","study_candidate_duplicate","strict_joint_recovery","strict_joint_correct_type","strict_joint_misplaced","matched_function_recall_mean","matched_trajectory_abs_cor_mean","matched_score_abs_cor_mean","correctly_placed_function_recall_mean","correctly_placed_trajectory_abs_cor_mean","correctly_placed_score_abs_cor_mean","shared_effective_M","specific_effective_M_study_1","specific_effective_M_study_2","signal_nrmse_all_candidates","signal_nrmse_ppi_selected","signal_nrmse_mean_only","iterations","t1_sweeps","continuation_used","P_A","P_B1","P_B2","min_correct_block_R","max_cross_block_L","dense_signal_nrmse_ppi_selected","dense_signal_relative_mise_ppi_selected","dense_signal_nrmse_all_candidates","feature_components_total","feature_components_matched","feature_total_ise_mean","feature_projection_floor_ise_mean","feature_estimate_to_projection_ise_mean","factor_kernels_total","factor_kernels_matched","kernel_relative_ise_mean","covariance_operator_relative_error_mean","loading_relative_l2_error_mean","loading_support_ppi_auc_mean","exact_correct_1_1_1"
"g12cs_base_01__G12CS__current_1_over_m__01","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",1,83023101,"g12cs_base_01__seed_1","max_budget_reached",200,FALSE,TRUE,-131034.92953332,1,2199.80433535576,236017464,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999774733847518,0.999703034857737,0,4.31034890650982e-10,1.2584197537917e-09,1.29051338900057e-11,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.854862019592675,0.973799316559231,0.650062210952608,0.854862019592675,0.973799316559231,0.650062210952608,"2","2","2",0.341647555703622,0.341647555703622,0.715545125067168,299,200,FALSE,0.999774733847518,0.999703034857737,0,0,1.2584197537917e-09,0.753684725365053,0.568040665248596,0.753684725365053,8,6,0.471163764410478,0.095900817920362,0.411918130424782,4,3,0.718088561308378,2.38457248833119,0.518686214130113,0.973711111111111,FALSE
"g12cs_base_01__G12CS__current_1_over_m__02","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",2,83023102,"g12cs_base_01__seed_2","max_budget_reached",200,FALSE,TRUE,-140269.344917147,1,2067.2486448288,218638168,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,0,"1,0,0",1,0,0,0.999766164364088,0,0,1.59237395375305e-07,9.15221374090896e-08,0,0,1,0,2,0,0,2,0,2,0,0,2,2,0,0.797774008601521,0.972884399608793,0.49462644865311,0.797774008601521,0.972884399608793,0.49462644865311,"2","2","2",0.505013876227317,0.505013876227317,0.703345498662015,299,200,FALSE,0.999766164364088,0,0,0,1.59237395375305e-07,0.854356726121828,0.729925415469609,0.854356726121828,8,4,0.664877345417776,0.095900817920362,0.588226350384868,4,2,1.04436179562867,2.54699056731846,0.938809074141729,0.9572,FALSE
"g12cs_base_01__G12CS__current_1_over_m__03","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",3,83023103,"g12cs_base_01__seed_3","max_budget_reached",200,FALSE,TRUE,-145868.224857439,1,2005.00415873528,214331832,FALSE,TRUE,FALSE,3,4,1,1,1,0,1,0,"0,1,0",0,1,0,0,0.999331132633915,0,0,0,0.000272754107384469,0,1,0,2,0,0,1,0,3,0,0,1,1,0,0.966826868456778,0.97272764469014,0.973516385856872,0.966826868456778,0.97272764469014,0.973516385856872,"2","2","2",0.586966714309073,0.586966714309073,0.711265469799209,299,200,FALSE,0,0.999331132633915,0,0,0.000272754107384469,0.621225408748548,0.3859210084748,0.621225408748548,8,2,0.0462666266628522,0.095900817920362,0.0203716774684561,4,1,0.12326576549908,0.898853657207577,0.147828677841812,0.989022222222222,FALSE
"g12cs_base_01__G12CS__current_1_over_m__04","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",4,83023104,"g12cs_base_01__seed_4","max_budget_reached",200,FALSE,TRUE,-131347.984243402,1,2203.56186366081,236173592,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999784889242813,0.999704434616203,0,2.08396793916961e-10,5.64332609873551e-10,2.81552428746776e-10,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.837762287050877,0.970543982087892,0.820956813215808,0.837762287050877,0.970543982087892,0.820956813215808,"2","2","2",0.343707506752169,0.343707506752169,0.715268048004049,299,200,FALSE,0.999784889242813,0.999704434616203,0,0,5.64332609873551e-10,0.623754227146829,0.389069335883539,0.623754227146829,8,6,0.377825558194035,0.095900817920362,0.324729393649516,4,3,0.547167438188269,1.50789436158871,0.353463801099792,0.973888888888889,FALSE
"g12cs_base_01__G12CS__current_1_over_m__05","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",5,83023105,"g12cs_base_01__seed_5","max_budget_reached",200,FALSE,TRUE,-142386.118780807,1,2185.19840025902,236267888,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999488498675971,0,1.39033134649498e-07,2.12827007990346e-08,2.57875582172978e-09,0,0.998721995965279,1,0,2,0,1,2,0,2,0,1,1,1,0,0.394425978007454,0.780467127206833,0.687489464303741,0.394425978007454,0.780467127206833,0.687489464303741,"2","2","2",0.515789298126527,0.515789298126527,0.700492534890087,299,200,FALSE,0.999488498675971,0,1.39033134649498e-07,0,0.998721995965279,0.790203040279482,0.624420844866936,0.790203040279482,8,4,1.00165249753198,0.095900817920362,0.938186750498285,4,2,0.772684010867913,1.69959225914847,0.307337085282861,0.951733333333333,FALSE
"g12cs_base_01__G12CS__current_1_over_m__06","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",6,83023106,"g12cs_base_01__seed_6","max_budget_reached",200,FALSE,TRUE,-139319.228822767,1,2191.18851947784,236261256,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.000181671559049529,0,0.999161800774348,0.999454461486747,0.00653290539294922,0,7.66474897201707e-08,1,1,1,0,0,1,1,2,1,0,2,1,1,0.897324431536933,0.974004946878971,0.962581344799143,0.827460820965826,0.972748391244108,0.949899969192949,"2","2","2",0.509132847135148,0.509132847135148,0.708909546346448,299,200,FALSE,0.000181671559049529,0,0.999161800774348,0,0.999454461486747,0.534694255708996,0.285897947088197,0.534694255708996,8,4,0.126948558863409,0.095900817920362,0.0394887533375573,4,2,0.113115708081389,0.843452313992069,0.15796548635727,0.987244444444444,FALSE
"g12cs_base_01__G12CS__current_1_over_m__07","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",7,83023107,"g12cs_base_01__seed_7","max_budget_reached",200,FALSE,TRUE,-146095.17455235,1,1995.51977515221,214868008,FALSE,TRUE,FALSE,3,4,1,1,1,0,1,0,"0,1,0",0,1,0,0,0.999195923022225,0,0,0,0.000365019180854311,0,1,0,2,0,0,1,0,3,0,0,1,1,0,0.919183619572853,0.966420453308929,0.969212626554297,0.919183619572853,0.966420453308929,0.969212626554297,"2","2","2",0.587406061961367,0.587406061961367,0.711110114799001,299,200,FALSE,0,0.999195923022225,0,0,0.000365019180854311,0.625648537636486,0.391436092646673,0.625648537636486,8,2,0.0887674153874831,0.095900817920362,0.0635403713779227,4,1,0.132531786284594,0.91130857660312,0.181941974159871,0.989244444444444,FALSE
"g12cs_base_01__G12CS__current_1_over_m__08","g12cs_base_01","baseline_strong","current_1_over_m","current_1_over_m","none",8,83023108,"g12cs_base_01__seed_8","max_budget_reached",200,FALSE,TRUE,-131089.02981026,1,2205.31642818451,236056136,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.999778572157203,0.999703712178962,0,7.46278634012198e-10,2.06137412398645e-09,1.41748717802905e-11,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.856245629725308,0.973806281459045,0.638860284497485,0.856245629725308,0.973806281459045,0.638860284497485,"2","2","2",0.341652598491456,0.341652598491456,0.715748034784787,299,200,FALSE,0.999778572157203,0.999703712178962,0,0,2.06137412398645e-09,0.731076256795577,0.534472493250233,0.731076256795577,8,6,0.49264543928195,0.095900817920362,0.434375545994162,4,3,0.698325787645062,2.23810765473982,0.493249866370857,0.973733333333333,FALSE
"g12cs_base_01__G12CS__gram_unit_energy__01","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",1,83023101,"g12cs_base_01__seed_1","max_budget_reached",200,FALSE,TRUE,-139348.711513637,1,2214.96183657646,236062440,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.000193566300688597,0,0.999159116633751,0.999440146687707,0.00652145168217477,0,1.13573621118873e-07,1,1,1,0,0,1,1,2,1,0,2,1,1,0.899373255324398,0.974258454605217,0.963700245828553,0.832993893810655,0.975608505830089,0.951474733630131,"2","2","2",0.509131797234907,0.509131797234907,0.707509883328608,299,200,FALSE,0.000193566300688597,0,0.999159116633751,0,0.999440146687707,0.534782227648922,0.285992031009144,0.534782227648922,8,4,0.119591434050885,0.095900817920362,0.0283912668620284,4,2,0.109199223426015,0.84635996908939,0.163514392876103,0.987333333333333,FALSE
"g12cs_base_01__G12CS__gram_unit_energy__02","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",2,83023102,"g12cs_base_01__seed_2","max_budget_reached",200,FALSE,TRUE,-134597.911558797,1,2182.98141622543,236030568,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.999789269995862,0,0.999161244084912,3.37282918302673e-08,6.54044396062903e-10,0,5.61318666454173e-10,2,0,1,0,0,3,0,1,0,0,3,3,0,0.79102989278738,0.96494319434897,0.855699501311059,0.79102989278738,0.96494319434897,0.855699501311059,"2","2","2",0.417239364606062,0.417239364606062,0.702110123760776,299,200,FALSE,0.999789269995862,0,0.999161244084912,0,3.37282918302673e-08,0.519192003283771,0.269560336273815,0.519192003283771,8,6,0.230633539843077,0.095900817920362,0.118673087046214,4,3,0.26401021976116,0.78109485201405,0.159040524678685,0.972466666666667,FALSE
"g12cs_base_01__G12CS__gram_unit_energy__03","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",3,83023103,"g12cs_base_01__seed_3","max_budget_reached",200,FALSE,TRUE,-139193.080322252,1,2181.04948139191,235981176,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,1.46087440154415e-07,0.999293828107559,0,0.00690913832742163,0.999168963233647,0.000302553431175385,0,1,1,1,0,0,1,1,2,1,0,2,1,1,0.900253474657274,0.975870736983049,0.966391560220881,0.966950463865837,0.976248007691861,0.974292967507985,"2","2","2",0.508939643829606,0.508939643829606,0.709300831161345,299,200,FALSE,1.46087440154415e-07,0.999293828107559,0,0,0.999168963233647,0.533254115077763,0.284359951247368,0.533254115077763,8,4,0.12006989611882,0.095900817920362,0.0286299054698124,4,2,0.109203199506536,0.845244784681686,0.173703376970507,0.986955555555556,FALSE
"g12cs_base_01__G12CS__gram_unit_energy__04","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",4,83023104,"g12cs_base_01__seed_4","max_budget_reached",200,FALSE,TRUE,-125194.793040447,1,2336.63640570641,236367280,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999792400490727,0.999704169623194,0.999169677590003,5.96455885272936e-11,3.67603358120096e-10,3.02887186493528e-10,6.77900753287489e-11,3,0,0,0,0,4,0,0,0,0,4,4,0,0.792139536211027,0.967512174068474,0.872277098426505,0.792139536211027,0.967512174068474,0.872277098426505,"2","2","2",0.188646152675656,0.188646152675656,0.715303958540884,299,200,FALSE,0.999792400490727,0.999704169623194,0.999169677590003,0.999169677590003,3.67603358120096e-10,0.439821946766976,0.193443344857892,0.439821946766976,8,8,0.262827051178687,0.095900817920362,0.176675434456325,4,4,0.299257977049176,0.868750602443957,0.195055606089886,0.978592592592593,TRUE
"g12cs_base_01__G12CS__gram_unit_energy__05","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",5,83023105,"g12cs_base_01__seed_5","max_budget_reached",200,FALSE,TRUE,-140559.357512945,1,2233.86569404602,235889168,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.000272348003451779,0,8.28411655758386e-08,0.999328404873545,0.00652733748172134,0,0.999252317027867,0,2,1,0,0,0,2,2,1,0,2,0,2,0.751574790046364,0.953990888804467,0.839915305895837,0,0,0,"2","2","2",0.495655990861972,0.495655990861972,0.710946403969172,299,200,FALSE,0.000272348003451779,0,8.28411655758386e-08,0,0.999328404873545,1.05716348459922,1.11759463316996,1.05716348459922,8,4,0.327229663361826,0.095900817920362,0.275103506658892,4,2,0.958324459945133,3.6687539278109,1.06917162717613,0.975688888888889,FALSE
"g12cs_base_01__G12CS__gram_unit_energy__06","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",6,83023106,"g12cs_base_01__seed_6","max_budget_reached",200,FALSE,TRUE,-138611.732736128,1,2200.83147835732,235924288,FALSE,TRUE,FALSE,3,4,1,1,1,1,0,1,"1,0,1",1,0,1,0.000179203084581566,0,2.70940406899291e-08,0.999444020373322,0.00652930178774437,0,0.999384541388407,0,2,1,0,0,0,2,2,1,0,2,0,2,0.876075323235517,0.977362145440494,0.802817803384196,0,0,0,"2","2","2",0.486789522544054,0.486789522544054,0.712945525446688,299,200,FALSE,0.000179203084581566,0,2.70940406899291e-08,0,0.999444020373322,0.677585802185569,0.459122519323461,0.677585802185569,8,4,0.369127452738313,0.095900817920362,0.327910126320319,4,2,0.503188226958323,1.45331104369903,0.494409494990561,0.9746,FALSE
"g12cs_base_01__G12CS__gram_unit_energy__07","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",7,83023107,"g12cs_base_01__seed_7","max_budget_reached",200,FALSE,TRUE,-132037.46432503,1,2341.2198779583,235778264,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,1.85263088600729e-09,1.03439715558002e-09,0.999158109329653,0.999706409553756,0.00653108838860621,0.999428518853639,1.0993944246677e-07,1,2,0,0,0,1,2,1,1,0,3,1,2,0.866665384543154,0.97171238780701,0.909739995052261,0.833149139369045,0.975574575331826,0.953344533745303,"2","2","2",0.371405633414572,0.371405633414572,0.715283664907491,299,200,FALSE,1.85263088600729e-09,1.03439715558002e-09,0.999158109329653,1.03439715558002e-09,0.999706409553756,0.556126203960663,0.309276354731697,0.556126203960663,8,6,0.30863600559812,0.095900817920362,0.228396055419876,4,3,0.39813901104547,1.39509502554395,0.342922199016525,0.978562962962963,FALSE
"g12cs_base_01__G12CS__gram_unit_energy__08","g12cs_base_01","baseline_strong","gram_unit_energy","gram_unit_energy","function",8,83023108,"g12cs_base_01__seed_8","max_budget_reached",200,FALSE,TRUE,-124972.496888764,1,2332.09990763664,236216696,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999787686842071,0.999703361703907,0.999164375264274,2.33967088228098e-11,4.77662664388156e-10,7.23467232137128e-11,2.41974942806031e-10,3,0,0,0,0,4,0,0,0,0,4,4,0,0.813995008080493,0.968771529273735,0.870726016167121,0.813995008080493,0.968771529273735,0.870726016167121,"2","2","2",0.186152537983925,0.186152537983925,0.71470374128685,299,200,FALSE,0.999787686842071,0.999703361703907,0.999164375264274,0.999164375264274,4.77662664388156e-10,0.430786323235497,0.185576856286758,0.430786323235497,8,8,0.236722798509785,0.095900817920362,0.149897185038044,4,4,0.286177000687322,0.843350748796331,0.192040657141364,0.978296296296296,TRUE
"g12cs_base_02__G12CS__current_1_over_m__01","g12cs_base_02","baseline_strong","current_1_over_m","current_1_over_m","none",1,83023201,"g12cs_base_02__seed_1","max_budget_reached",200,FALSE,TRUE,-148452.390381673,1,1969.11221122742,240473632,FALSE,TRUE,FALSE,3,4,1,1,1,0,0,1,"0,0,1",0,0,1,0,0,1.33439811146872e-05,0,0,0,0.999219111551927,0,1,2,0,0,0,1,3,0,0,1,0,1,0.98644009237797,0.979998666769604,0.942894769904331,0,0,0,"2","2","2",0.637498268670255,0.637498268670255,0.702931682556856,299,200,FALSE,0,0,1.33439811146872e-05,0,0.999219111551927,0.629325437507164,0.396050506293584,0.629325437507164,8,2,0.059725878004669,0.020475130107632,0.0503876788957299,4,1,0.0773223600100472,0.868874712375389,0.0526535600202003,0.991333333333333,FALSE
"g12cs_base_02__G12CS__current_1_over_m__02","g12cs_base_02","baseline_strong","current_1_over_m","current_1_over_m","none",2,83023202,"g12cs_base_02__seed_2","max_budget_reached",200,FALSE,TRUE,-121969.86978109,1,2342.31785655022,240400592,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,0.999660973896869,0.99945017565231,0.999767378965037,1.07586975052995e-10,9.1201411874081e-08,4.85091620883776e-09,1.76962181622076e-09,3,0,0,0,0,4,0,0,0,0,4,4,0,0.971093472321359,0.986518460722181,0.989940278477672,0.971093472321359,0.986518460722181,0.989940278477672,"2","2","2",0.139390452344715,0.139390452344715,0.706823662417373,299,200,FALSE,0.999660973896869,0.99945017565231,0.999767378965037,0.99945017565231,9.1201411874081e-08,0.17015635461227,0.0289531850149366,0.17015635461227,8,8,0.0312924243891172,0.020475130107632,0.0110861183798108,4,4,0.0396196132529045,0.346495803329207,0.110860974929706,0.98562962962963,TRUE
"g12cs_base_02__G12CS__current_1_over_m__03","g12cs_base_02","baseline_strong","current_1_over_m","current_1_over_m","none",3,83023203,"g12cs_base_02__seed_3","max_budget_reached",200,FALSE,TRUE,-130853.364063491,1,2350.75982427597,240284968,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,2.59040670605899e-09,1.71150042903133e-06,6.24114119186833e-07,4.81301862827493e-06,0.999773047421158,0.999418069822159,0.999231001595893,0,2,1,0,1,0,3,1,1,0,3,0,3,0.974399763247923,0.987164007198092,0.965516847952464,0,0,0,"2","2","2",0.337338432894473,0.337338432894473,0.705079186397781,299,200,FALSE,2.59040670605899e-09,1.71150042903133e-06,6.24114119186833e-07,2.59040670605899e-09,0.999773047421158,0.352771692261533,0.124447866861066,0.352771692261533,8,6,0.049514993675553,0.020475130107632,0.027900392427061,4,3,0.0659961199028536,0.612950038128908,0.0978896893914047,0.983711111111111,FALSE
"g12cs_base_02__G12CS__current_1_over_m__04","g12cs_base_02","baseline_strong","current_1_over_m","current_1_over_m","none",4,83023204,"g12cs_base_02__seed_4","max_budget_reached",200,FALSE,TRUE,-129796.00171164,1,2339.60905194283,240244024,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,1,"1,1,1",1,1,1,5.37498646817161e-09,2.03488631992544e-10,0.999755908742853,0.999462436563094,4.81703550947035e-06,0.9994203514857,4.66718736266285e-06,1,2,0,0,0,1,2,1,1,0,3,1,2,0.971221084471026,0.986669794778645,0.974088482211327,0.950005082215243,0.982103262669933,0.988254958226056,"2","2","2",0.322625686261421,0.322625686261421,0.706136943449642,299,200,FALSE,5.37498646817161e-09,2.03488631992544e-10,0.999755908742853,2.03488631992544e-10,0.999462436563094,0.373552936804736,0.139541796595443,0.373552936804736,8,6,0.0428536180512303,0.020475130107632,0.0192828304203235,4,3,0.0574681678282479,0.670543945751347,0.204578552649792,0.983940740740741,FALSE
"g12cs_base_02__G12CS__current_1_over_m__05","g12cs_base_02","baseline_strong","current_1_over_m","current_1_over_m","none",5,83023205,"g12cs_base_02__seed_5","max_budget_reached",200,FALSE,TRUE,-138236.588763987,1,2200.22902822495,240534888,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,2.71587415211951e-06,1.50539012113341e-06,0,4.89836557053218e-06,0.999766144664839,0.999418108069068,0,0,2,1,0,0,0,2,2,1,0,2,0,2,0.969632215060752,0.988767542136793,0.97257552062387,0,0,0,"2","2","2",0.445993197780314,0.445993197780314,0.703963909501257,299,200,FALSE,2.71587415211951e-06,1.50539012113341e-06,0,0,0.999766144664839,0.484863800823599,0.235092905349107,0.484863800823599,8,4,0.0442832643142846,0.020475130107632,0.016644442131919,4,2,0.0609568701968311,0.832468013022295,0.0950415288037864,0.982333333333333,FALSE
"g12cs_base_02__G12CS__current_1_over_m__06","g12cs_base_02","baseline_strong","current_1_over_m","current_1_over_m","none",6,83023206,"g12cs_base_02__seed_6","max_budget_reached",200,FALSE,TRUE,-139711.526845896,1,2078.17782902718,222279008,FALSE,TRUE,FALSE,3,4,1,1,1,0,1,1,"0,1,1",0,1,1,0,1.51281606646885e-06,9.98833364588198e-06,0,0,0.999418199781574,0.999218510112525,0,1,2,0,1,0,2,2,0,0,2,0,2,0.987981306002542,0.984585367596334,0.947171227177634,0,0,0,"2","2","2",0.534913161413934,0.534913161413934,0.705054487261897,299,200,FALSE,0,1.51281606646885e-06,9.98833364588198e-06,0,0.999418199781574,0.523313670608264,0.273857197845494,0.523313670608264,8,4,0.0510333121657668,0.020475130107632,0.0414914394979492,4,2,0.0692558109916697,0.737931393245862,0.0732988447204227,0.992577777777778,FALSE
"g12cs_base_02__G12CS__current_1_over_m__07","g12cs_base_02","baseline_strong","current_1_over_m","current_1_over_m","none",7,83023207,"g12cs_base_02__seed_7","max_budget_reached",200,FALSE,TRUE,-130770.262816112,1,2202.02164435387,240209424,FALSE,TRUE,FALSE,3,4,1,1,1,1,1,0,"1,1,0",1,1,0,0.99965974277417,0.999462598775264,0,1.1359211957087e-10,6.80393839076969e-08,6.08260452773493e-09,0,2,0,1,0,0,3,0,1,0,0,3,3,0,0.984417012872268,0.98843903201489,0.989703408688251,0.984417012872268,0.98843903201489,0.989703408688251,"2","2","2",0.437422146007774,0.437422146007774,0.706112343176529,299,200,FALSE,0.99965974277417,0.999462598775264,0,0,6.80393839076969e-08,0.420827399469741,0.177095700144465,0.420827399469741,8,6,0.0194206521777334,0.020475130107632,0.00775406840307892,4,3,0.0294644676604916,0.460589910793883,0.0385137039041202,0.992066666666667,FALSE
